kind	key	direction	classification	disposition	canonical_name	implementation	payload	fixture	client	owner	cata_ref	cata_js_ref	plan	state	evidence	notes
block	src/server/game/Server/WorldSocket.cpp@460ef4d8267f2435:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -712,0 +961 @@ void WorldSocket::HandleAuthSessionCallback(std::shared_ptr<ClientAuthSession> a	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@48b9b88bc0432bb7:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -104 +107,2 @@ void EncryptableAndCompressiblePacket::CompressIfNeeded()	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@611401fca201aabd:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -605,0 +853 @@ void WorldSocket::HandleAuthSessionCallback(std::shared_ptr<ClientAuthSession> a	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@675c4a08a35d36f8:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -327,0 +488 @@ bool WorldSocket::ReadHeaderHandler()	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@8b1b3290f53690ef:1	none	required-cata	rewrite	-	converted	cata-unverified	pass	not-required	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	-	Protocol foundation	converted	WorldSocket.cpp.o with MySQL 8.0.46 and lifecycle checker	constructor establishes the null pre-initialization state
block	src/server/game/Server/WorldSocket.cpp@de19178bcf9ff469:1	none	required-cata	rewrite	-	converted	cata-unverified	pass	not-required	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	-	Protocol foundation	converted	WorldSocket.cpp.o with MySQL 8.0.46 and lifecycle checker	destructor finalizes and releases the initialized stream exactly once
block	src/server/game/Server/WorldSocket.cpp@9230490223cce9a0:1	none	required-cata	rewrite	-	converted	cata-unverified	pass	not-required	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	-	Protocol foundation	converted	WorldSocket.cpp.o with MySQL 8.0.46 and lifecycle checker	initializer rejects overwrite and publishes only after successful deflateInit
block	src/server/game/Server/WorldSocket.cpp@7d07714019bf98b8:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -309 +467 @@ bool WorldSocket::ReadHeaderHandler()	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@8ae9ed500aa571c2:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -516 +698 @@ void WorldSocket::SendPacketAndLogOpcode(WorldPacket const& packet)	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@8c8267b916ed603a:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -42,0 +43,3 @@ using boost::asio::ip::tcp;	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@8f99ad830e12038c:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -418,0 +584,13 @@ WorldSocket::ReadDataHandlerResult WorldSocket::ReadDataHandler()	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@96ebf11e312a61bf:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -99 +102 @@ void compressBuff(void* dst, uint32* dst_size, void* src, int src_size)	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@9d76d22086c9863c:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -509 +691 @@ void WorldSocket::LogOpcodeText(OpcodeClient opcode, std::unique_lock<std::mutex	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@a3f4983b51896ef3:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -505 +687 @@ void WorldSocket::LogOpcodeText(OpcodeClient opcode, std::unique_lock<std::mutex	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@b5de0f9ed4e94fe0:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -118 +122,53 @@ void EncryptableAndCompressiblePacket::CompressIfNeeded()	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@bc2725c349a4f2b4:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -558,0 +803 @@ void WorldSocket::HandleAuthSessionCallback(std::shared_ptr<ClientAuthSession> a	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@c730e1f609d2ced3:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -318 +475,0 @@ bool WorldSocket::ReadHeaderHandler()	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@ddc30043d1c852ff:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -307 +465 @@ SocketReadCallbackResult WorldSocket::ReadHandler()	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@f1808ef0c67a31b9:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -179,0 +338 @@ bool WorldSocket::Update()	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.cpp@fb84d2d6b10b102a:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -178,0 +336 @@ bool WorldSocket::Update()	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.h@25c2fb38f6d8c472:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -21,0 +22 @@	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.h@2fe78ced230d9113:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -106,0 +116 @@ private:	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.h@32cda31fc65e7e2b:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -84,0 +93 @@ public:	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.h@6ce71f6823b15c01:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -44 +47 @@ public:	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.h@7b6063ff7fce9b1d:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -42 +45 @@ public:	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.h@a04a20792ddddc86:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -133,0 +143,3 @@ private:	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.h@a8826f6b8bc00504:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -35 +38 @@ public:	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.h@c1a1f0bcd0146acb:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -94 +103 @@ protected:	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.h@de72c6dbde8e3a49:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -48,0 +52,2 @@ private:	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/game/Server/WorldSocket.h@f254a7b5b7ba14ee:1	none	unverified-wip	rewrite	-	experimental	cata-unverified	missing	missing	WorldSocket	c699217775d90794158422387b07a917e161b582:src/server/game/Server/WorldSocket.cpp	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	World connection	open	upstream/master...HEAD @@ -113 +122,0 @@ private:	initializer header auth and compression work is mixed with temporary logging and raw zlib ownership
block	src/server/shared/Packets/ByteBuffer.cpp@122d514afea3474c:1	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests PackedGuidByteSequenceMatchesCataclysm	packed byte sequence matches the pinned Cataclysm contract
block	src/server/shared/Packets/ByteBuffer.h@2b5a7741020774a3:1	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	bit state and byte order have exact local proof
block	src/server/shared/Packets/ByteBuffer.h@30c3797f2607fa01:1	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	bit state and byte order have exact local proof
block	src/server/shared/Packets/ByteBuffer.h@39d55e4860a39161:1	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	bit state and byte order have exact local proof
block	src/server/shared/Packets/ByteBuffer.h@39d55e4860a39161:2	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	bit state and byte order have exact local proof
block	src/server/shared/Packets/ByteBuffer.h@3facae4907add378:1	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	bit state and byte order have exact local proof
block	src/server/shared/Packets/ByteBuffer.h@62ff5ef4cb53d13d:1	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	bit state and byte order have exact local proof
block	src/server/shared/Packets/ByteBuffer.h@75322d899d73cc3e:1	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	bit state and byte order have exact local proof
block	src/server/shared/Packets/ByteBuffer.h@8f2118f8eca52729:1	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	bit state and byte order have exact local proof
block	src/server/shared/Packets/ByteBuffer.h@b26deeabfadd5914:1	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	bit state and byte order have exact local proof
block	src/server/shared/Packets/ByteBuffer.h@d0cab1e15a483c94:1	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	bit state and byte order have exact local proof
block	src/server/shared/Packets/ByteBuffer.h@e252dd71fdf48c74:1	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	bit state and byte order have exact local proof
block	src/server/shared/Packets/ByteBuffer.h@e580a3fd7a62e8d5:1	none	required-cata	rewrite	-	converted	cata-matched	pass	not-required	ByteBuffer	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	bit state and byte order have exact local proof
block	src/test/CMakeLists.txt@1a8224ac914768d9:1	none	upstream-adaptation	retain	-	not-applicable	not-applicable	pass	not-required	Plan 2	-	-	Wire primitives	classified	ctest -R ^bytebuffer$	focused existing-framework regression target avoids unrelated database compilation
block	src/test/CMakeLists.txt@6f547a795ab17a60:1	none	upstream-adaptation	retain	-	not-applicable	not-applicable	pass	not-required	Plan 2	-	-	Wire primitives	classified	ctest -R ^bytebuffer$	focused existing-framework regression target avoids unrelated database compilation
block	src/test/CMakeLists.txt@814818fd48b8b1ca:1	none	upstream-adaptation	retain	-	not-applicable	not-applicable	pass	not-required	Plan 2	-	-	Wire primitives	classified	ctest -R ^bytebuffer$	focused existing-framework regression target avoids unrelated database compilation
block	src/test/common/Packets/ByteBufferTest.cpp@fd745a6c83e7422a:1	none	required-cata	retain	-	converted	cata-matched	pass	not-required	Plan 2	c699217775d90794158422387b07a917e161b582:src/server/shared/Packets/ByteBuffer.h	ab964a0e8dfe50a44fa92716ed05438f4a14dfd3:src/server/game/server/packet.ts	Wire primitives	converted	bytebuffer_tests 11/11 twice identical	exact vectors cover auth character count widths alignment lifecycle and packed GUID bytes
block	src/server/shared/SharedDefines.h@b91868a4c0f60311:1	none	upstream-adaptation	relocate	-	mapped	not-applicable	not-required	not-required	Shared definitions	c699217775d90794158422387b07a917e161b582:src/server/game/Miscellaneous/SharedDefines.h	-	Character list	classified	upstream/master...HEAD @@ -696,0 +697,45 @@ enum SheathTypes	character flags were relocated for shared packet ownership
block	plan/04-direction-safe-opcode-model.md@6bec75916e0db336:1	none	upstream-adaptation	retain	-	not-applicable	not-applicable	not-required	not-required	Plan 4	-	-	Plan 4	classified	plan/04-direction-safe-opcode-model.md#execution-results	Plan 4 execution record or evidence-selected follow-up plan
block	plan/04-opcode-values.tsv@d70abbe63e984348:1	none	upstream-adaptation	retain	-	not-applicable	not-applicable	not-required	not-required	Plan 4	-	-	Plan 4	classified	plan/04-direction-safe-opcode-model.md#execution-results	Plan 4 execution record or evidence-selected follow-up plan
block	src/server/game/Entities/Unit/Unit.h@2979adb0c7ebe5ea:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Entities/Unit/Unit.h@8edcabba371a4d10:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Handlers/MiscHandler.cpp@6bdd39e97d748439:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Handlers/MiscHandler.cpp@77316a1319a72448:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Handlers/MiscHandler.cpp@b133394e1825c1a9:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Handlers/MiscHandler.cpp@f8c99a423c1e0c47:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Handlers/MovementHandler.cpp@541e637bdd8cff42:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Handlers/MovementHandler.cpp@541e637bdd8cff42:2	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Handlers/MovementHandler.cpp@af320253f88963df:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/GuildPackets.h@12b53758aeef9ec5:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/GuildPackets.h@187f636916626f60:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/GuildPackets.h@1e6bb6bdf2f9724e:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/GuildPackets.h@5fc4837fd95dc8fe:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/GuildPackets.h@911796a911f06811:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/GuildPackets.h@9f4f54ba5a1f6099:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/InstancePackets.h@c9cd8fbf68694ab1:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/InstancePackets.h@e22ee96b10bddd43:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/MiscPackets.h@0e4878aaba427fd5:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
